,Unternehmen,Insolvent,In dnb,Mitarbeiter,Umsatz,Datum,ReviewRating,Anstellung,Bereich,ReviewTitel,Was macht dein Arbeitgeber in Corona-Zeiten gut?,Was macht dein Arbeitgeber in Corona-Zeiten nicht gut?,Was sollte dein Unternehmen in Corona-Zeiten (anders) machen?,Wofür möchtest du deinen Arbeitgeber im Umgang mit der Corona-Situation loben?,Was macht dein Arbeitgeber im Umgang mit der Corona-Situation nicht gut?,Wo siehst du Chancen für deinen Arbeitgeber mit der Corona-Situation besser umzugehen?,Wie kann dich dein Arbeitgeber im Umgang mit der Corona-Situation noch besser unterstützen?,Gut am Arbeitgeber finde ich,Schlecht am Arbeitgeber finde ich,Verbesserungsvorschläge,Arbeitsatmosphäre_s,Arbeitsatmosphäre,Image_s,Image,Work-Life-Balance_s,Work-Life-Balance,Karriere/Weiterbildung_s,Karriere/Weiterbildung,Gehalt/Sozialleistungen_s,Gehalt/Sozialleistungen,Umwelt-/Sozialbewusstsein_s,Umwelt-/Sozialbewusstsein,Kollegenzusammenhalt_s,Kollegenzusammenhalt,Umgang mit älteren Kollegen_s,Umgang mit älteren Kollegen,Vorgesetztenverhalten_s,Vorgesetztenverhalten,Arbeitsbedingungen_s,Arbeitsbedingungen,Kommunikation_s,Kommunikation,Gleichberechtigung_s,Gleichberechtigung,Interessante Aufgaben_s,Interessante Aufgaben
745,HAPEKO Hanseatisches Personalkontor,Nein,Ja,2,0.17,2017-12-11T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,,"Spitzen-Arbeitgeber mit viel Freiraum! Geprägt von sportlichem Wetteifer, eher kein betrieblicher ""Streichelzoo""...",,,,,,,,,,,5.0,,4.0,"Professionell, kundenorientiert und schnell",4.0,Zeitliche und räumliche Flexibilität sind überdurchschnittlich,4.0,,5.0,Der variable Anteil ist ganz nett =-),4.0,,4.0,"Ein bunter Haufen, der sich trotz aller Unterschiede gut versteht",5.0,,5.0,"Top-Chefin mit klarer und direkter Art. Hohe Motivation durch Zutrauen in die Mitarbeiter. Viel Freiraum, wenn die Projekte laufen...",5.0,"Super Lage, helle Büros, unterhaltsame Kollegen, häufige Teamevents und ein großzügig gefüllter Kühlschrank. Was will man mehr?",4.0,,4.0,,4.0,
746,HAPEKO Hanseatisches Personalkontor,Nein,Ja,2,0.17,2017-12-11T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,"Absolut empfehlenswert! Gestaltungsspielraum, Wertschätzung, Leistungsorientierung und Wertschätzung!",,,,,,,,,,,5.0,"Moderne Arbeitsmittel, transparente Kommunikation, Offenheit und sehr freundschaftliches/kollegiales Miteinander",5.0,,5.0,"Flexible Arbeitszeiten, private Verpflichtungen werden ernst genommen",5.0,"regelmäßig interne Workshops, Seminare, Tagungen aber auch Möglichkeit individuelle Maßnahmen durchzuführen.",5.0,"hohe Erfolgsabhängigkeit, sodass Leistung entsprechend belohnt wird.",5.0,regionales und internationales Engagement (z.b. Patenschaften für Kinder),5.0,sehr gutes und freundschaftliches Miteinander,5.0,,5.0,Top Führungskraft mit großem Interesse an den Mitarbeitern und deren Weiterentwicklung.,5.0,"moderne Arbeitsmittel, Kaffee, Tee, Kaltgetränke, Aufenthaltsraum, Poolfahrzeug, Handy....alles was man braucht",5.0,"sehr offen und transparent, alle benötigten Informationen werden regelmäßig zur Verfügung gestellt und auf Nachfrage nachgereicht",5.0,,5.0,Aufgaben sind vielseitig gepaart mit einem hohem Gestaltungsspielraum
747,HAPEKO Hanseatisches Personalkontor,Nein,Ja,2,0.17,2017-12-11T00:00:00+00:00,"4,8",Führungskraft / Management,Personal / Aus- und Weiterbildung,Seriöser Arbeitgeber und eine starke Marke,,,,,,,,"Offenheit und EhrlichkeitDie Chance, sich einzubringen und an der Unternehmensentwicklung mitzuwirken",,,5.0,Familiäres Klima in homogenen Teams,5.0,,4.0,,4.0,,5.0,Überdurchschnittlich,4.0,,5.0,"Überdurchschnittlich,auch standortübergreifend",5.0,,5.0,Ehrlich und auf Augenhöhe,5.0,"Vorbildlich und immer ""up to date""",5.0,Stetig und immer transparent,5.0,Es zählt die Performance und nicht das ...,5.0,
748,HAPEKO Hanseatisches Personalkontor,Nein,Ja,2,0.17,2017-12-11T00:00:00+00:00,"4,6",Angestellte/r oder Arbeiter/in,,Seriöser Arbeitgeber / Top Brand,,,,,,,,"Offenheit, Ehrlichkeit und Transparenz",,,5.0,Sehr kollegiale Arbeitsatmosphäre / homogenes Team,5.0,,4.0,,4.0,,5.0,Überdurchschnittliche Verdienstmöglichkeiten,4.0,,5.0,Überdurchschnittlich stark ausgeprägt,4.0,,5.0,Korrekt und auf Augenhöhe,5.0,"Vorbildlich und immer ""up to date""",4.0,Stetig und transparent,5.0,Die Performance zählt,5.0,Jeder ist seines Glückes Schmied
749,HAPEKO Hanseatisches Personalkontor,Nein,Ja,2,0.17,2017-12-11T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Toller Arbeitgeber,,,,,,,,,,,5.0,Macht Spaß hier zu arbeiten,5.0,,4.0,,,,5.0,Es wird gehalten was versprochen wurde,4.0,,5.0,"Jeder unterstützt jeden, echt klasse. Alle sehr freundlich und der Humor kommt auch nicht zu kurz",5.0,,5.0,"Vorgesetzte die auch loben können,toll",5.0,,4.0,,5.0,,5.0,Macht Spaß
750,Ruhstrat Verwaltungs GmbH,Nein,Ja,1,0.43,2015-01-12T00:00:00+00:00,"2,4",Ex-Führungskraft / Management,,Firma ohne Führung,,,,,,,,"Etwas positives kann ich nach über 10 Jahren nun nicht sagen. Früher gab es einige Punkte, wie z.B. äußerst interessante Projekte, gute Zusammenarbeit bei der Arbeit an diesen Projekten. Beides sucht man mittlerweile vergebens.","Besonders unangenehm ist das fehlende Verständnis für die jeweils anderen Abteilungen, welche aber nur zusammen funktionieren können. Jede der einzelnen Abteilungen scheint die Schuld an Problemen und Störungen des Ablaufes immer nur bei den anderen zu suchen.","Um gedankliche Barrieren abzubauen würde ich z. B. über ""Job Rotation"" nachdenken. Das verschafft ein starkes Verständnis und sorgt für eine bessere Zusammenarbeit.Interne Kritik sollte ernst genommen werden. Vielleicht sollte man einen festen Termin etablieren, wo die Mitarbeiter die Möglichkeit bekommen, über Probleme offen diskuttieren zu können.",2.0,"Eigentlich war ich immer froh, wenn ich unterwegs war.",3.0,Bisher war der weltweite Ruf der Firma recht gut. Die Firma stand für eine hohe Quallität. Leider sit diese Quallität den Kosten zum Opfer gefallen!,2.0,,,,3.0,"Für den strukturschwachen Raum, sind die Leistungen schon OK.",,,3.0,"Eine Zusammenabeit findet man eher in den einzelnen Abteilungen, Abteilungsübergreifend nicht!",3.0,"Die Wertschätzung älterer Kollegen ist vorhanden, eine Förderung erfolgt allerdings nur auf Eigeninitiative.",1.0,"Konflikte werden ertsmal per Hackordnung geklärt, nur wer Durchhaltevermögen hat, erhält evetnuell eine Chance zu einem kunstruktiven Gespräch!",3.0,,1.0,,1.0,Im großen und Ganzem geht es leider eher nach Nasenfaktor!,4.0,
751,Ruhstrat Verwaltungs GmbH,Nein,Ja,1,0.43,2014-12-27T00:00:00+00:00,"3,4",Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Arbeitgeber mit Potential,,,,,,,,Örtliche Nähe,Fordert zu viel,Erkennen der Leistungsträger,1.0,Zeitdruck oder Leerlauf,3.0,,5.0,,3.0,"Fortbildungen wenn sie sein müssen, begrenztes Budget",2.0,"Unfaire Neueinstellungen gegenüber Bestandspersonal, zähe Gehaltsrunden",4.0,,4.0,Nette Kollegen,5.0,"45+ haben gute Chancen, da es in Süd Niedersachsen nicht viel Konkurrenz gibt",2.0,Vorgesetzte fordern und versprechen viel.,4.0,"Neubau, günstig geplant",1.0,Kaum Einbeziehung in Projekte,5.0,,5.0,Tolle Projekte mit Kunden rund um die Welt
752,Ruhstrat Verwaltungs GmbH,Nein,Ja,1,0.43,2014-07-29T00:00:00+00:00,"2,4",Ex-Angestellte/r oder Arbeiter/in,,Bwler geführter mittelständischer Sonderanlagenbau.,,,,,,,,Chancen auf Weiterbildung. Hier wird nicht gespart.,"Vorgesetzte verstehen nicht sehr viel von der eigentlichen Tätigkeit ihrer Mitarbeiter, können sie diese nur sehr schwer bewerten. Daher mangelt es immer wieder an Anerkennung und konstruktiver Kritik. Das Unternehmen ist innerhalb seiner internen Abläufe sehr temporär organisiert. Linien und Gleichförmigkeiten sowie deren Weiterentwicklung und Ausbau sind auch über einen längeren Zeitraum nicht zu erkennen. Aus Sicht der Fertigung ist jeder Auftrag und die dafür aufbereiteten Informationen immer wieder äußerst variierend. Einige angestellte Mitarbeiter besitzen einen Prinzenstatus, andere gewerbliche Kollegen werden äußerst kontrolliert. Der Aufwand zur Umsetzung, Kontrolle und Aufrechterhaltung des durch die Geschäftsleitung schlecht umgesetzte Versuch ein Pull-Prinzip einzuführen, übersteigt die Kosten zur eigentlich damit verbundenen gewünschten Wirtschaftlichkeit erheblich. Zu erkennen an der ?Zufriedenheit? der einzelnen Kollegen und Mitarbeiter.",Die Ruhstrat GmbH lebt aufgrund ihres noch technischen knoff-hoff.,3.0,,2.0,,5.0,,1.0,,2.0,,2.0,,3.0,,4.0,,2.0,,2.0,,1.0,,3.0,,1.0,
753,Ruhstrat Verwaltungs GmbH,Nein,Ja,1,0.43,2014-05-12T00:00:00+00:00,"3,7",Angestellte/r oder Arbeiter/in,,"Führung top, Zwischenführungsebene...",,,,,,,,"Führung top, Zwischenführungsebene verbesserungswürdig",,,3.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,3.0,,3.0,,3.0,,4.0,
754,Ruhstrat Verwaltungs GmbH,Nein,Ja,1,0.43,2016-04-20T00:00:00+00:00,"3,5",Ex-Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,"Mitarbeiterbewertung: 3,5 von 5 Sternen",,,,,,,,,,,4.0,,3.0,,3.0,,4.0,,3.0,,4.0,,4.0,,4.0,,1.0,,3.0,,5.0,,2.0,,5.0,
755,MKC IT GmbH,Nein,Ja,9,missing,2020-02-10T00:00:00+00:00,"1,9",Ex-Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,Eine Unternehmen was gerne wieder ein Unternehmen sein möchte.,,,,,,,,Das am Donnerstag Bringdienst-Tag ist der aus meiner eigener Tasche stattfindet.,Its a bug not a feature!,"Zu viele. Steckt nun auch nichts dahinter, daher habe ich keine.",2.0,"Die Arbeitsatmosphäre setzt sich aus sozialer Inkompetenz, fragwürdiger Führungskompetenz und provinziellem Umgangston zusammen. Sich hier darauf einzulassen senkt die Lebensqualität in dem Bereich der mentalen Gesundheit drastisch. Das Büro befindet sich zwischen Speditionen in einem urigen Teppichbüro welches sich neben einem Bahnhof befindet. Das Büro ist nicht klimatisier",2.0,Habe keines erlebt.,2.0,Man bekommt halt nichts mehr gebacken im Leben!,1.0,Schauen Sie in den Bundesanzeiger und entscheiden Sie selbst.Die Einarbeitung sollte einmal Wöchentlich mit einer Person stattfinden die eine starre und veraltete Ansicht über eine Einarbeitung hat.Die Weiterbildung findet nur intern statt. Arbeitsmarkt relevante Zertifikate wirst du hier nicht erhalten.,2.0,Nicht gut.,1.0,"Kein Ökostrom, kein Paperless dafür aber Spenden an Soziale Einrichtungen anstatt Geschenke für den Kunden zu Weihnachten.",1.0,Aufgrund der Stellung des Unternehmen im wirtschaftlichen haben die eingefunden Mitarbeiter nicht die nötigen Eigenschaften „Zusammenhalt“ zu leben. Es wird gelästert und eine Firmenkultur an den Tag gelegt die der Saisonarbeiter-Etikette entspricht.,5.0,Die Firma ist halt alt.,1.0,It‘s really professional..... not...,1.0,"Das Büro befindet sich zwischen Speditionen in einer Kleinstadt an einem Bahnhof und ist gut erreichbar. Im den kalten Jahreszeiten ist es zügig und kalt. Die Heizung muss so aufgedreht werden, dass es schön mukkelig wird, was nicht jeder mag. Der Sommer wird dir mit dem Nichtvorhandensein einer Klimaanlage ein unvergessliches Lebensgefühl bescheren.Kantine gibt es keine. Imbiss und Selbstversorgung ist hier angesagt.",1.0,"Die Kommunikation ist in diesem „Laden“ nicht vereinheitlicht. Es gibt schönes Briefpapier und die Telefon Etikette ist richtig schön niedlich. Eine Mischung aus Beamtendeutsch meets Teletubbies würde es gut treffen. Wenn der Kunde wüsste wie im Nachgang über ihn geredet wird, wäre er sehr gerne kein Kunde mehr. Interne Kommunikation findet über E-Mail statt, Meetings gibt es selten und ein Ticket-System gibt es nicht was das Arbeiten mit Ordnern in Outlook erfordert. Welche Effizienz dies hat kann sich jeder vorstellen. (Mann muss halt sparen)",5.0,Frauen werden hier gleichberechtigt.,1.0,Finde den Fehler und geh ans Telefon.
756,MKC IT GmbH,Nein,Ja,9,missing,2019-05-14T00:00:00+00:00,"3,8",Angestellte/r oder Arbeiter/in,,Geringer Lohn aber nette Firma,,,,,,,,"Offene, ehrliche und nette Atmosphäre","Geringes Gehalt, schlechte Work-Live-Balance",Mehr Freizeit,4.0,,4.0,,2.0,,4.0,,3.0,,3.0,,4.0,,5.0,,5.0,,4.0,,3.0,,5.0,,3.0,
757,MKC IT GmbH,Nein,Ja,9,missing,2017-03-28T00:00:00+00:00,"2,1",Ex-Angestellte/r oder Arbeiter/in,,"Schlechte Unternehmensführung, üble Kommunikation",,,,,,,,"freies arbeiten, Probleme selbstständig lösen","Vorgesetztenverhalten, Sozialverhalten, Bezahlung sehr schlecht",Mitarbeiter ernst nehmen und wie Menschen behandeln,1.0,,3.0,,4.0,,1.0,,1.0,,2.0,,2.0,,2.0,,1.0,,3.0,,2.0,,2.0,,3.0,
758,MKC IT GmbH,Nein,Ja,9,missing,2011-05-02T00:00:00+00:00,"2,7",Ex-Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,"Mitarbeiterbewertung: 2,7 von 5 Sternen",,,,,,,,,,,3.0,,3.0,,3.0,,2.0,,2.0,,2.0,,4.0,,3.0,,4.0,,3.0,,2.0,,2.0,,3.0,
759,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2019-11-22T00:00:00+00:00,"4,8",Ex-Praktikant/in,Finanzen / Controlling gearbeitet.</span></div>,Tolle Erfahrungen in einem super Team gesammelt,,,,,,,,"Ich kann mein Praktikum bei der PERICON Unternehmensberatung als sehr lehrreich und gelungen einstufen. Ich konnte selbstständig an Projekten arbeiten, wodurch meine eigenen Ideen eingebracht wurden und erweiterte ständig mein fachliches Wissen durch die Hilfe der Mitarbeiter. Das gesamte PERICON Team hat mich super aufgenommen, sodass ich mich schnell als Teil der Familie gefühlt habe. Man fühlt sich hier einfach wohl!",,,5.0,Ganz großes Plus ist die Arbeitsatmosphäre!,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,
760,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2018-04-12T00:00:00+00:00,"5,0",Ex-Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,Projektassistenz,,,,,,,,Die tolle Atmosphäre und die Tollen Chefs.,,Mehr über seine tolle Tätigkeit in den Medien berichten.,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
761,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2017-12-18T00:00:00+00:00,"4,3",Ex-Praktikant/in,,"Sehr diverses Praktikum, angenehmes Arbeitsumfeld-sehr weiterzuempfehlen",,,,,,,,"Die PERICON Unternehmensberatung GmbH ist für mich ein Unternehmen, das uneingeschränkt weiterempfohlen werden kann. Mein dort absolviertes Praktikum war sehr facettenreich, sodass ich viele Einblicke gewinnen konnte- auch in Bereiche, in denen ich vorher noch keine Erfahrungen sammeln konnte. Durch die eher geringe Anzahl an Mitarbeitern ist jeder Einzelne direkt als vollwertiges Teammitglied angesehen und wird in die unterschiedlichen Projekte aktiv eingebunden.",,,5.0,,5.0,,4.0,,3.0,,3.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,4.0,
762,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2017-05-24T00:00:00+00:00,"4,5",Ex-Praktikant/in,Finanzen / Controlling gearbeitet.</span></div>,Persönliche Weiterentwicklung in der Unternehmensberatung,,,,,,,,"Ich habe es sehr gut empfunden, dass das das Arbeitsklima eine Mischung aus Respekt, Zielstrebigkeit & Spaß war. Es entstand zu keinem Zeitpunkt ein Eindruck der Respektlosigkeit seitens Chefetage oder des Kollegiums. Allenvoran ist die persönliche Entwicklung die ich durch das Praktikum bei der Pericon erlebt habe, besonders hervorzuheben.",,,5.0,,5.0,,4.0,,,,4.0,,4.0,,4.0,,,,5.0,,5.0,,5.0,,4.0,,5.0,
763,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2016-12-14T00:00:00+00:00,"4,8",Werkstudent/in,Finanzen / Controlling gearbeitet.</span></div>,Praktikum,,,,,,,,"Ich beurteile das Praktikum bei der PERICON Unternehmensberatung GmbH als sehr gut und äußerst lehrreich, über die gesamte Dauer konnte ich viele Einblicke in die Tätigkeit der Unternehmensberatung in diversen Bereichen erhalten. Bei der Bearbeitung von Projekten wurde ich aktiv eingebunden und durfte eigenverantwortlich an diesen arbeiten. Während den Arbeiten war ich ein vollwertiges Teammitglied, meine Ideen und Vorschläge wurden berücksichtigt respektive innerhalb des Projektes realisiert. Besonders bemerkenswert war der Lernerfolg.",,,5.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
764,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2016-12-04T00:00:00+00:00,"4,9",Ex-Praktikant/in,,Praktikum im Bereich Marketing/ Vertrieb,,,,,,,,"Bei einem Rückblick auf mein abgeleistetes Praktikum kann ich sagen, dass das Praktikum bei PERICON meine Erwartungen bei weitem übertroffen hat.Durch die Arbeit vor Ort bei Mandanten konnte ich außerdem den „echten“ Berateralltag kennenlernen und einen persönlichen Bezug zu den Mandanten herstellen.",,,5.0,,5.0,,,,,,4.0,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
765,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2016-03-09T00:00:00+00:00,"4,4",Werkstudent/in,Finanzen / Controlling gearbeitet.</span></div>,"Sehr gute Unternehmensberatung, die uneingeschränkt weiterempfohlen werden kann",,,,,,,,,,,5.0,- tolle Kollegen und sehr guter Zusammenhalt,5.0,,4.0,,,,4.0,,4.0,,5.0,,,,5.0,-bei Fragen und Problemen sind die Vorgesetzten immer ansprechbar,4.0,,4.0,,4.0,,4.0,-von Anfang an eigenständige Mitarbeit in komplexen Projekten-eigene Vorschläge werden berücksichtigt und umgesetzt
766,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2016-03-02T00:00:00+00:00,"4,6",Ex-Praktikant/in,Finanzen / Controlling gearbeitet.</span></div>,Praktikum bei einer aufsteigenden Beratungsboutique mit steiler Lernkurve / Sehr guter Teamspirit / Tolle Kollegen,,,,,,,,- Motivierendes Führungsverhalten der Vorgesetzten- Direkter Mandantenkontakt- Vollständige und frühe Einbindung in Projekte,,,5.0,,5.0,,5.0,,,,3.0,,4.0,,5.0,,,,5.0,,4.0,,5.0,,,,5.0,
767,PERICON Unternehmensberatung GmbH,Nein,Ja,3,0.49,2018-04-12T00:00:00+00:00,"5,0",Führungskraft / Management,Marketing / Produktmanagement gearbeitet.</span></div>,Partner,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
768,EXEO GmbH,Nein,Ja,2,0.22,2018-08-21T00:00:00+00:00,"4,5",Freelancer,Personal / Aus- und Weiterbildung gearbeitet.</span></div>,Vertrauen in den Menschen,,,,,,,,Das einzigartig positive Arbeitsklima und die aufgeschlossenen Chefs.,,,5.0,,4.0,,3.0,"Im Rahmen der Basisausbildung und der Freelance-Tätigkeit kommt man ja um zu arbeiten und nicht um seine Freizeit zu haben, daher empfinde ich das nicht als störend.",,,,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,"Da die Türen stets offen sind gibt es keine künstlichen Barrieren, allerdings muss man schon selbst aktiv werden um alle relevanten Informationen zu erhalten. Falsch finde ich das nicht, man muss es nur wissen.",5.0,,5.0,
769,EXEO GmbH,Nein,Ja,2,0.22,2017-12-13T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,Außergewöhnlich guter Arbeitgeber mit einer familiären Arbeitsatmosphäre und toller Abwechslung,,,,,,,,"Offener Umgang unter den Kollegen, flache Hierarchien, dass ich jeden Tag wieder gerne ins Büro gehe",,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,interessante und selbst zu gestaltende Arbeitsbereiche
770,EXEO GmbH,Nein,Ja,2,0.22,2017-01-09T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,EXEO ist das Beste was mir passieren konnte!,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,4.0,,5.0,,5.0,,5.0,Es arbeiten zurzeit noch keine 45+ MitarbeiterInnen aber auch das wird kein Problem darstellen!,5.0,Wir arbeiten alle auf Augenhöhe,5.0,,5.0,,5.0,,5.0,
771,Expert:ise GmbH,Nein,Nein,,,2017-03-03T00:00:00+00:00,"5,0",Freelancer,,TOP Arbeitgeber,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
772,nordforse GmbH,Nein,Ja,2,0.3,2013-04-03T00:00:00+00:00,"4,6",Angestellte/r oder Arbeiter/in,,Top Arbeitgeber mit interessanten Aufgaben,,,,,,,,,,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,
773,nordforse GmbH,Nein,Ja,2,0.3,2013-03-26T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,,"Top Arbeitgeber, top Job",,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,3.0,,4.0,,5.0,,3.0,,5.0,,4.0,,5.0,,5.0,,5.0,
774,nordforse GmbH,Nein,Ja,2,0.3,2013-03-24T00:00:00+00:00,"4,2",Angestellte/r oder Arbeiter/in,,Verantwortungsvolle Aufgaben zu aktuellen Themen aus dem Automobilvertrieb,,,,,,,,,,,5.0,,5.0,,3.0,,5.0,,4.0,,4.0,,5.0,,,,4.0,,4.0,,4.0,,,,5.0,
775,nordforse GmbH,Nein,Ja,2,0.3,2012-03-12T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,,Consulting im Automobilvertrieb,,,,,,,,,,,4.5,,5.0,,4.0,,5.0,,5.0,,2.5,,5.0,,5.0,,4.5,,4.5,,5.0,,5.0,,4.0,
776,nordforse GmbH,Nein,Ja,2,0.3,2011-06-08T00:00:00+00:00,"4,5",Angestellte/r oder Arbeiter/in,,Bisher mein bester Job,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,4.0,,4.0,,5.0,,4.0,
777,nordforse GmbH,Nein,Ja,2,0.3,2011-06-08T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,,Unternehmensberatung / Automobilindustrie,,,,,,,,,,,5.0,,4.5,,3.5,,4.0,,5.0,,2.0,,5.0,,5.0,,4.5,,4.5,,4.5,,5.0,,5.0,
778,nordforse GmbH,Nein,Ja,2,0.3,2010-12-14T00:00:00+00:00,"2,3",Ex-Freelancer,Vertrieb / Verkauf gearbeitet.</span></div>,Befriedigend: 2.42 von 5 Sternen,,,,,,,,,,,2.0,,1.0,,1.0,,3.0,,2.0,,1.0,,5.0,,,,1.0,,3.0,,4.0,,3.0,,3.0,
779,RathmannVerlag GmbH,Nein,Ja,1,0.36,2017-07-03T00:00:00+00:00,"3,0",Ex-Angestellte/r oder Arbeiter/in,,Zu wenig Ressourcen für die eigenen Pläne,,,,,,,,,,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,
780,CS&W Gmbh,Nein,Nein,,,2014-01-25T00:00:00+00:00,"5,0",Ex-Angestellte/r oder Arbeiter/in,,"Wir waren sehr zufrieden, diese Firma wurde...",,,,,,,,"Wir waren sehr zufrieden, diese Firma wurde von PSB übernommen,diese gehört zur Bechtle Gruppe",,,5.0,Ebend der zusammenhalt.,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,"Wir waren ein tolles Team, einer für alle, alle für einen.",5.0,,5.0,Das war immer sehr Gut und auch die Zahlungsmoral,5.0,,5.0,,5.0,,5.0,Sehr vielseitig.
791,Spectos GmbH,Nein,Ja,27,missing,2019-06-11T00:00:00+00:00,"4,1",Angestellte/r oder Arbeiter/in,,"International, weltoffen und positiv anspruchsvoll,Top!",,,,,,,,"Hohe Flexibilität hinsichtlich Arbeitszeiten, Homeoffice, Aufgabenbearbeitung. Viel Raum für Kreativität und zum Ausprobieren neuer Herangehensweisen/Tools. Offene Unternehmenskultur und internationales Miteinander",Kommunikation innerhalb verschiedener Abteilungen häufig brüchig. Aufgrund sehr dynamischer Projektplanung ist ein strategisches Vorgehen schwer realisierbar,"Mehr zusätzliche Sozialleistungen für Arbeitnehmer wie Gesundheitsmaßnahmen, Mitarbeiter-Beteiligung oder Übernahme der Fahrtkosten",5.0,"Nette, offene Kollegen. faires Miteinander. wöchentlicher Teambrunch und regelmäßige Teamevents (Weihnachtsfeier, Firmenlauf, After-Work Unternehmungen). Kritik und Feedback finden Gehör",4.0,,4.0,"Arbeitgeber zeigt sich sehr flexibel und entgegenkommend bei privaten Terminen, sehr bemüht um hohe Work-Life-Balance",4.0,Arbeitgeber zeigt sich sehr wohlwollend bei eigenem Weiterbildungsinteresse und fördert individuelle Interessen,2.0,Leider keine zusätzlichen Sozialleistungen. Gehalt entspricht dem regionalen Durchschnitt,3.0,"Arbeitgeber ist bemüht um erhöhtes, Umwelt- und Sozialbewusstsein,jedoch ist hier noch Luft nach oben",4.0,Dank weltoffener und kollegialer Unternehmenskultur sehr guter Zusammenhalt. hohe Hilfsbereitschaft,5.0,,4.0,Fairer Umgang auf Augenhöhe. stets lösungsorientiert bei Anliegen aller Art,5.0,Bei langem Arbeitsweg besteht Möglichkeit auf Stellplatz in der Nähe der Offices auf Kosten des Arbeitgebers,3.0,"Kommunikationskette innerhalb der Abteilungen funktioniert sehr gut, übergreifend jedoch z.T. herausfordernd",5.0,Sehr weltoffenes Unternehmen,5.0,"Extrem vielseitige Aufgaben zu sehr unterschiedlichen Themengebieten,äußerst abwechslungsreich und im positiven Maße anspruchsvoll"
